,NC1 Log2,NC2 Log2,NC3 Log2,NC4 Log2,GC1 Log2,GC2 Log2,GC3 Log2,GC4 Log2,PL1 Log2,PL2 Log2,PL3 Log2,PL4 Log2,Pattern,Ribosome,Spliceosome,"Valine, leucine and isoleucine degradation",Oxidative phosphorylation,Proteasome,Protein processing in endoplasmic reticulum,Glycolysis / Gluconeogenesis,Citrate cycle (TCA cycle),Endocytosis,Fatty acid degradation,Fatty acid metabolism,RNA transport,Pyruvate metabolism,Fructose and mannose metabolism,Regulation of actin cytoskeleton,Phagosome,Complement and coagulation cascades,Arginine and proline metabolism,DNA Replication,PPAR signaling pathway,ECM-receptor interaction,Focal adhesion,Pentose phosphate pathway,RNA degradation,Mismatch repair,Stomach specific,Mitochondrion,Cytoplasm,Extracellular exosome,Membrane,Nucleus,Endoplasmic reticulum,Golgi apparatus
3454,12.868165615875865,12.667586881070983,12.674712540072596,12.58136342572473,12.661370164547607,12.776001256394617,12.604113696920273,13.338717115050423,12.618115142649819,13.017183748676745,12.549061193374403,12.732544352395278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3455,15.626781122104644,15.556862895882162,15.641458123156799,15.418616012028851,15.6856980885168,15.714224450068324,15.612302884687194,15.896030583572482,15.530512420794512,15.660997239184208,15.509639374445989,15.659925759946816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3456,15.39961684969418,15.228330100968432,15.606198720098861,15.647052574519835,15.31933526464097,16.046375293837166,15.577297118834153,15.52366712567163,15.090901949584204,16.086864516809577,15.54485649584596,15.600403159023546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3457,14.415056302816522,14.535772075818826,14.683749831900334,14.59551615444303,14.466396913004617,14.832857295023393,14.708799350371818,14.664293248656419,14.264384982167444,15.147049329417554,14.626868885403379,14.566468307131677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3458,17.752115210803534,17.821720980677277,17.96660498763065,17.99273125446706,17.827307802788383,18.09840647539253,17.989710982798485,17.784833680084407,17.96484483737088,18.498830045378647,18.178637110523244,18.156279437597263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3459,16.37313996994692,16.37552385348477,16.06882590495836,16.11518231807645,16.1115116673948,15.741924393016292,16.221848082789208,16.123485770259315,16.225752442599596,15.843873557599805,16.100313493381062,16.158709850741932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3460,16.21601338706244,16.24379330988497,16.172721775155875,16.152101519186182,16.386011127650022,16.652894217742688,16.652300987958714,16.440602610287776,16.13349817617374,16.434335098496916,16.17444476349504,16.46174898313975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3461,15.897046240829845,15.821320626480517,15.733153786532867,15.763488252249541,15.413584273424982,15.535945321407775,15.49373051571276,15.499984357552831,15.802340034957215,15.60408440932493,15.684605495919394,15.915096507657434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,15.798153274003345,15.73381870171491,15.477918756728807,15.457100379786281,15.34248934612371,14.965678639965747,15.26176643618379,15.332218392965414,15.149622482908754,14.80244272757254,15.286445489728505,15.244411383769327,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3463,14.821817592782166,14.51622321559234,14.639229907462202,14.64169429824709,14.943541121192553,14.723925294070694,14.910690160167738,14.61934834403581,14.365312973500021,14.659642805978455,14.646633997057338,14.624155343858856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3464,17.253074021440142,17.34937386863891,17.327046243043377,17.260157484991378,17.390613339454717,17.360048147556483,17.39590582871041,17.371410126329273,17.256737851634625,17.139218302854566,17.213495597460142,17.183101112303184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3465,16.36087703961672,16.37931441264523,16.704968097577808,16.732270162105376,16.47300814102182,16.942428099376016,16.615022618421236,16.523999182309876,16.51226004426891,17.00398600546066,16.633682295486256,16.598469194640952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3466,13.074031066368962,13.085738055622711,12.749502859056795,12.855768219391397,13.37284300739278,12.290292460949974,13.187732149879261,12.797637439317143,13.155572667591853,12.465761858239201,13.05244181802213,13.048282185160726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3467,15.96704829516115,15.991150599846454,15.796306930361345,15.738899175102718,16.51204813129535,16.165951661503,16.614625797759363,16.45533637028643,16.248201476022274,15.802943403322463,16.119961074037896,15.827968283628092,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3468,14.830775048265599,14.761642293434052,14.803581720323358,14.836853693774191,15.321728166557584,14.40619323784367,14.517591642730155,14.710194417000666,14.569577092551672,14.413935037343293,14.821897164977702,14.806039239871401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
